has_call_in_queue,duration_tracking,campaign_id,source_id,medium_id,activity_ids,activity_state,activity_user_id,activity_type_id,activity_type_icon,activity_date_deadline,my_activity_date_deadline,activity_summary,activity_exception_decoration,activity_exception_icon,activity_calendar_event_id,message_is_follower,message_follower_ids,message_partner_ids,message_ids,has_message,message_needaction,message_needaction_counter,message_has_error,message_has_error_counter,message_attachment_count,rating_ids,website_message_ids,message_has_sms_error,phone_sanitized,phone_sanitized_blacklisted,phone_blacklisted,mobile_blacklisted,phone_mobile_search,email_normalized,is_blacklisted,message_bounce,email_cc,name,user_id,user_company_ids,team_id,lead_properties,company_id,referred,description,active,type,priority,stage_id,tag_ids,color,expected_revenue,prorated_revenue,recurring_revenue,recurring_plan,recurring_revenue_monthly,recurring_revenue_monthly_prorated,recurring_revenue_prorated,company_currency,date_closed,date_automation_last,date_open,day_open,day_close,date_last_stage_update,date_conversion,date_deadline,partner_id,partner_is_blacklisted,contact_name,partner_name,function,title,email_from,email_domain_criterion,phone,mobile,phone_state,email_state,website,lang_id,lang_code,lang_active_count,street,street2,zip,city,state_id,country_id,probability,automated_probability,is_automated_probability,lost_reason_id,calendar_event_ids,duplicate_lead_ids,duplicate_lead_count,meeting_display_date,meeting_display_label,partner_email_update,partner_phone_update,is_partner_visible,id,display_name,create_uid,create_date,write_uid,write_date,won_status,days_to_convert,days_exceeding_closing,event_lead_rule_id,event_id,registration_ids,registration_count,reveal_id,visitor_ids,visitor_page_count,iap_enrich_done,show_enrich_button,lead_mining_request_id,visitor_sessions_count,sale_amount_total,quotation_count,sale_order_count,order_ids,rental_quotation_count,rental_amount_total,rental_order_count,rental_order_ids
False,{'1': 1371544},"[4, 'Email Campaign - Products']","[3, 'Newsletter']","[5, 'Banner']",[],False,False,False,False,False,False,False,False,False,False,True,[92],[3],[319],True,False,0,False,0,0,[],[],False,False,False,False,False,False,hmc@yahoo.example.com,False,0,False,Campbell: Chairs,"[2, 'Mitchell Admin']",[1],"[1, 'Sales']",[],"[1, 'My Company (San Francisco)']",False,False,True,lead,2,"[1, 'New']",[5],0,0.0,0.0,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,2025-02-10 17:05:00,27.0,0.0,2025-03-10 17:05:47,False,False,False,False,Henry Campbell,Burstein Applebee,False,False,hmc@yahoo.example.com,@yahoo.example.com,False,False,False,correct,False,False,False,1,United Street 68,False,03101,Manchester,False,"[231, 'United Kingdom']",50.0,50.0,True,False,[],[4],0,False,No Meeting,False,False,False,4,Campbell: Chairs,"[1, 'OdooBot']",2025-03-08 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'1': 1371544},"[4, 'Email Campaign - Products']","[4, 'Facebook']","[10, 'Google Adwords']",[],False,False,False,False,False,False,False,False,False,False,True,[91],[3],[318],True,False,0,False,0,0,[],[],False,False,False,False,False,False,contact@thekompany.example.com,False,0,False,Pricing for 25 desks,"[2, 'Mitchell Admin']",[1],"[1, 'Sales']",[],"[1, 'My Company (San Francisco)']",False,False,True,lead,2,"[1, 'New']","[4, 5]",0,0.0,0.0,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,2025-02-10 17:05:00,27.0,0.0,2025-03-10 17:05:47,False,False,False,False,John Miller,The Kompany,False,False,contact@thekompany.example.com,@thekompany.example.com,+1 555 754 3010,False,incorrect,correct,False,False,False,1,Lafayette Ave 450/12,False,10001,New York,False,"[233, 'United States']",50.0,50.0,True,False,[],[3],0,False,No Meeting,False,False,False,3,Pricing for 25 desks,"[1, 'OdooBot']",2025-03-08 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'3': 5691544},"[4, 'Email Campaign - Products']","[1, 'Search engine']","[4, 'Email']",[],False,False,False,False,False,False,False,False,False,False,False,[],[],[370],True,False,0,False,0,0,[],[],False,False,False,False,False,False,tbrockhouse0@google.pl,False,0,False,Quote for 35 windows,False,"[2, 1]",False,[],False,False,False,True,lead,1,"[3, 'Proposition']",[1],0,41421.0,8284.2,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,False,0.0,0.0,2025-03-10 17:05:47,False,2025-03-24,False,False,Tommi Brockhouse,Gabcube,False,False,tbrockhouse0@google.pl,@google.pl,False,False,False,correct,False,False,False,1,False,False,False,Brussels,False,"[20, 'Belgium']",20.0,0.0,False,False,[],[44],0,False,No Meeting,False,False,False,44,Quote for 35 windows,"[1, 'OdooBot']",2025-01-17 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'3': 5691544},"[4, 'Email Campaign - Products']","[1, 'Search engine']","[4, 'Email']",[],False,False,False,False,False,False,False,False,False,False,False,[],[],[369],True,False,0,False,0,0,[],[],False,False,False,False,False,False,fseiller1@theglobeandmail.com,False,0,False,Modernize old offices,False,"[2, 1]",False,[],False,False,False,True,lead,1,"[3, 'Proposition']",[1],0,99755.0,19951.0,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,False,0.0,0.0,2025-03-10 17:05:47,False,2025-03-24,False,False,Franny Seiller,Yozio,False,False,fseiller1@theglobeandmail.com,@theglobeandmail.com,False,False,False,correct,False,False,False,1,False,False,False,Wurigelebur,False,"[100, 'Indonesia']",20.0,0.0,False,False,[],"[34, 43]",1,False,No Meeting,False,False,False,43,Modernize old offices,"[1, 'OdooBot']",2025-01-17 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'2': 2753944},"[4, 'Email Campaign - Products']","[1, 'Search engine']","[4, 'Email']",[],False,False,False,False,False,False,False,False,False,False,False,[],[],[368],True,False,0,False,0,0,[],[],False,False,False,False,False,False,ngrabert2@dailymail.co.uk,False,0,False,Furnitures for new location,False,"[2, 1]",False,[],False,False,False,True,lead,1,"[2, 'Qualified']",[1],0,22500.0,4500.0,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,False,0.0,0.0,2025-03-10 17:05:47,False,2025-03-24,False,False,Napoleon Grabert,Twinte,False,False,ngrabert2@dailymail.co.uk,@dailymail.co.uk,False,False,False,correct,False,False,False,1,False,False,False,Tokyo,False,"[113, 'Japan']",20.0,0.0,False,False,[],[42],0,False,No Meeting,False,False,False,42,Furnitures for new location,"[1, 'OdooBot']",2025-02-20 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'3': 3963544},"[4, 'Email Campaign - Products']","[1, 'Search engine']","[4, 'Email']",[],False,False,False,False,False,False,False,False,False,False,False,[],[],[367],True,False,0,False,0,0,[],[],False,False,False,False,False,False,ikirvell3@gnu.org,False,0,False,Need a price: urgent,False,"[2, 1]",False,[],False,False,False,True,lead,1,"[3, 'Proposition']",[1],0,4482.0,4033.8,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,False,0.0,0.0,2025-03-10 17:05:47,False,2025-03-24,False,False,Itch Kirvell,Skibox,False,False,ikirvell3@gnu.org,@gnu.org,False,False,False,correct,False,False,False,1,False,False,False,Dahu Satu,False,"[100, 'Indonesia']",90.0,0.0,False,False,[],[41],0,False,No Meeting,False,False,False,41,Need a price: urgent,"[1, 'OdooBot']",2025-02-06 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'2': 4395544},"[4, 'Email Campaign - Products']","[1, 'Search engine']","[4, 'Email']",[],False,False,False,False,False,False,False,False,False,False,True,[119],[3],[366],True,False,0,False,0,0,[],[],False,False,False,False,False,False,credford4@salon.com,False,0,False,Custom Desks (100 pieces),"[2, 'Mitchell Admin']",[1],"[1, 'Sales']",[],"[1, 'My Company (San Francisco)']",False,False,True,lead,1,"[2, 'Qualified']",[1],0,9987.0,1997.4,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,2025-03-10 17:05:47,36.0,0.0,2025-03-10 17:05:47,False,2025-03-24,False,False,Chalmers Redford,Muxo,False,False,credford4@salon.com,@salon.com,False,False,False,correct,False,False,False,1,False,False,False,Odoyev,False,"[190, 'Russian Federation']",20.0,0.0,False,False,[],[40],0,False,No Meeting,False,False,False,40,Custom Desks (100 pieces),"[1, 'OdooBot']",2025-02-01 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'1': 8110744},"[3, 'Email Campaign - Services']","[1, 'Search engine']","[4, 'Email']",[],False,False,False,False,False,False,False,False,False,False,False,[],[],[365],True,False,0,False,0,0,[],[],False,False,False,False,False,False,eespinazo5@reuters.com,False,0,False,Cleaning subscription,False,"[2, 1]",False,[],False,False,False,True,lead,1,"[1, 'New']",[3],0,11475.0,2868.75,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,False,0.0,0.0,2025-03-10 17:05:47,False,2025-03-24,False,False,Elmo Espinazo,Realblab,False,False,eespinazo5@reuters.com,@reuters.com,False,False,False,correct,False,False,False,1,False,False,False,Amsterdam,False,"[165, 'Netherlands']",25.0,0.0,False,False,[],[39],0,False,No Meeting,False,False,False,39,Cleaning subscription,"[1, 'OdooBot']",2024-12-20 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'2': 5345944},"[4, 'Email Campaign - Products']","[1, 'Search engine']","[4, 'Email']",[],False,False,False,False,False,False,False,False,False,False,False,[],[],[364],True,False,0,False,0,0,[],[],False,False,False,False,False,False,jjobbins6@simplemachines.org,False,0,False,Office chairs,False,"[2, 1]",False,[],False,False,False,True,lead,1,"[2, 'Qualified']",[1],0,5474.0,1094.8,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,False,0.0,0.0,2025-03-10 17:05:47,False,2025-03-24,False,False,Jennine Jobbins,Shufflebeat,False,False,jjobbins6@simplemachines.org,@simplemachines.org,False,False,False,correct,False,False,False,1,False,False,False,Gvardeysk,False,"[190, 'Russian Federation']",20.0,0.0,False,False,[],[38],0,False,No Meeting,False,False,False,38,Office chairs,"[1, 'OdooBot']",2025-01-21 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'2': 5086744},"[4, 'Email Campaign - Products']","[1, 'Search engine']","[4, 'Email']",[],False,False,False,False,False,False,False,False,False,False,False,[],[],[363],True,False,0,False,0,0,[],[],False,False,False,False,False,False,akalinovich7@tinypic.com,False,0,False,Design New Shelves,False,"[2, 1]",False,[],False,False,False,True,lead,1,"[2, 'Qualified']",[1],0,54587.0,44215.47,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,False,0.0,0.0,2025-03-10 17:05:47,False,2025-03-24,False,False,Alys Kalinovich,Jaloo,False,False,akalinovich7@tinypic.com,@tinypic.com,False,False,False,correct,False,False,False,1,False,False,False,Boafeo,False,"[100, 'Indonesia']",81.0,0.0,False,False,[],[37],0,False,No Meeting,False,False,False,37,Design New Shelves,"[1, 'OdooBot']",2025-01-24 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'2': 4654744},"[4, 'Email Campaign - Products']","[1, 'Search engine']","[4, 'Email']",[],False,False,False,False,False,False,False,False,False,False,False,[],[],[362],True,False,0,False,0,0,[],[],False,False,False,False,False,False,mlimprecht8@fastcompany.com,False,0,False,Branded Furniture,False,"[2, 1]",False,[],False,False,False,True,lead,1,"[2, 'Qualified']",[1],0,7784.0,1556.8,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,False,0.0,0.0,2025-03-10 17:05:47,False,2025-03-24,False,False,Myrna Limprecht,False,False,False,mlimprecht8@fastcompany.com,@fastcompany.com,False,False,False,correct,False,False,False,1,False,False,False,Valejas,False,"[183, 'Portugal']",20.0,0.0,False,False,[],[36],0,False,No Meeting,False,False,False,36,Branded Furniture,"[1, 'OdooBot']",2025-01-29 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
False,{'2': 3272344},"[4, 'Email Campaign - Products']","[1, 'Search engine']","[4, 'Email']",[],False,False,False,False,False,False,False,False,False,False,False,[],[],[361],True,False,0,False,0,0,[],[],False,False,False,False,False,False,roxshott9@trellian.com,False,0,False,Trelian New Offices,False,"[2, 1]",False,[],False,False,False,True,lead,1,"[2, 'Qualified']",[1],0,88715.0,10645.8,0.0,False,0.0,0.0,0.0,"[1, 'USD']",False,False,False,0.0,0.0,2025-03-10 17:05:47,False,2025-03-24,False,False,Rosalynd Oxshott,Photobug,False,False,roxshott9@trellian.com,@trellian.com,False,False,False,correct,False,False,False,1,False,False,False,Canguaretama,False,"[31, 'Brazil']",12.0,0.0,False,False,[],[35],0,False,No Meeting,False,False,False,35,Trelian New Offices,"[1, 'OdooBot']",2025-02-14 17:05:49,"[1, 'OdooBot']",2025-03-10 17:06:30,pending,0.0,0.0,False,False,[],0,False,[],0,False,True,False,0,0.0,0,0,[],0,0.0,0,[]
